TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
CE2D,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EUROPE UCITS ETF DR D,LU1737652310,ETFS,ETFs,,,43424,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
CE9G,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI EASTERN EUROPE EX RUSSIA,LU1681043839,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CE9U,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI EASTERN EUROPE EX RUSSIA,LU1681043839,ETFS,ETFs,,,43208,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CEU2,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EUROPE UCITS,LU1437015735,ETFS,ETFs,,,44229,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CEUR,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI EUROPE,LU1681042609,ETFS,ETFs,,,43181,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
CI2G,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI INDIA,LU1681043169,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CI2U,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI INDIA,LU1681043169,ETFS,ETFs,,,43208,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CJ1G,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI JAPAN DR,LU1602144815,ETFS,ETFs,,,43145,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CJ1U,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI JAPAN DR,LU1602144815,ETFS,ETFs,,,43145,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CMU,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI EMU ESG LEADERS SELECT DR,LU1602144575,ETFS,ETFs,,,43145,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
CN1,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI NORDIC,LU1681044647,ETFS,ETFs,,,43181,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
CP9G,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI PACIF EX JAPAN SRI DR,LU1602145036,ETFS,ETFs,,,43145,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CP9U,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI PACIF EX JAPAN SRI DR,LU1602145036,ETFS,ETFs,,,43145,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CSWG,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI SWITZERLAND,LU1681044993,ETFS,ETFs,,,43181,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CSWU,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI SWITZERLAND,LU1681044993,ETFS,ETFs,,,43181,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CU2G,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI USA,LU1681042948,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CU2U,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI USA,LU1681042948,ETFS,ETFs,,,43208,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CW8G,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD,LU1681043672,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CW8U,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD,LU1681043672,ETFS,ETFs,,,43208,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CWEG,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD ENERGY,LU1681046188,ETFS,ETFs,,,43131,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CWEU,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD ENERGY,LU1681046188,ETFS,ETFs,,,43131,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
CWFG,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD FINANCIALS,LU1681045966,ETFS,ETFs,,,43131,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
CWFU,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD FINANCIALS,LU1681045966,ETFS,ETFs,,,43131,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
ECRP,AMUNDI INDEX SOLUTIONS,AMUNDI EURO AGG CORP SRI UCITS ETF DR C,LU1437018168,ETFS,ETFs,,,43865,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
EPRA,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX FTSE EPRA NAREIT GLOBAL DR,LU1437018838,ETFS,ETFs,,,42915,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
EPRE,AMUNDI INDEX SOLUTIONS,AMUNDI FTSE EPRA EUROPE REAL ESTATE,LU1681039480,ETFS,ETFs,,,43131,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
ESDG,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EUROPE SRI UCITS ETF D,LU2059756598,ETFS,ETFs,,,43795,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
ESDU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EUROPE SRI UCITS ETF D,LU2059756598,ETFS,ETFs,,,43795,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
ESRG,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EUROP SRI UCITS ETF DR,LU1861137484,ETFS,ETFs,,,43739,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
ESRU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EUROP SRI UCITS ETF DR,LU1861137484,ETFS,ETFs,,,43739,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
FT1K,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI UK IMI SRI DR,LU1437025296,ETFS,ETFs,,,42717,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
GAGG,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX BARCLAYS GLOBAL AGG 500M DR,LU1437024729,ETFS,ETFs,,,42915,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEN
GAGU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX BARCLAYS GLOBAL AGG 500M,LU1437024729,ETFS,ETFs,,,44229,Luxembourg,USD,MAIN MARKET,,ETF2,EFEU
GCLM,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD CLIMATE TRANSITION CTB,LU1602144492,ETFS,ETFs,,,44229,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
GGOV,AMUNDI INDEX SOLUTIONS,AMUNDI J.P. MORGAN GLOBAL GOVIES DR,LU1437016204,ETFS,ETFs,,,42915,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
GOVU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX JP MORGAN GBI GLOBAL GOVIES,LU1437016204,ETFS,ETFs,,,44229,Luxembourg,USD,MAIN MARKET,,ETF2,EFEU
JARI,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI JAPAN SRI,LU2233156749,ETFS,ETFs,,,44238,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
JPHG,AMUNDI INDEX SOLUTIONS,AMUNDI NIK400 DH GBP,LU1681039308,ETFS,ETFs,,,43181,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
JPHU,AMUNDI INDEX SOLUTIONS,AMUNDI NIK400 DH USD,LU1681039217,ETFS,ETFs,,,43181,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
JPNY,AMUNDI INDEX SOLUTIONS,AMUNDI JPX-NIKKEI 400,LU1681039050,ETFS,ETFs,,,43181,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
LUXG,AMUNDI INDEX SOLUTIONS,AMUNDI S&P GLOBAL LUXURY,LU1681048713,ETFS,ETFs,,,43131,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
LUXU,AMUNDI INDEX SOLUTIONS,AMUNDI S&P GLOBAL LUXURY,LU1681048713,ETFS,ETFs,,,43131,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
MIVO,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI EUROPE MIN VOL FACTOR,LU1681041627,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
MSDG,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EM SRI UCITS ETF D,LU2059756754,ETFS,ETFs,,,43795,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
MSDU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EM SRI UCITS ETF D,LU2059756754,ETFS,ETFs,,,43795,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
MSRG,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EM SRI UCITS ETF DR,LU1861138961,ETFS,ETFs,,,43739,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
MSRU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI EM SRI UCITS ETF DR,LU1861138961,ETFS,ETFs,,,43739,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
MWRD,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI WORLD DR,LU1437016972,ETFS,ETFs,,,42915,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
NRAM,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI NORTH AMERICA DR,LU1437016543,ETFS,ETFs,,,42915,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
NRAU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI NORTH AMERICA,LU1437016543,ETFS,ETFs,,,44229,Luxembourg,USD,MAIN MARKET,,ETF2,EFEU
PABW,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD CLIMATE PARIS ALIGNED,LU2182388400,ETFS,ETFs,,,44250,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
PR1T,AMUNDI INDEX SOLUTIONS,AM PRIME US TREAS BOND 0-1Y,LU2182388665,ETFS,ETFs,,,44096,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
PRIC,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME EURO CORP UCITS ETF DR (D),LU1931975079,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIE,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME EUROPE UCITS ETF DR (D),LU1931974262,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIG,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME GLOBAL GOV UCITS ETF DR (D),LU1931975236,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIJ,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME JAPAN UCITS ETF DR (D),LU1931974775,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIP,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME US CORPORATES UCITS ETF DR,LU2037749152,ETFS,ETFs,,,43741,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIR,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME EURO GOV UCITS ETF DR (D),LU1931975152,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIT,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME US TREAS UCITS ETF DR (D),LU1931975319,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIU,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME USA UCITS ETF DR (D),LU1931974858,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIW,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME GLOBAL UCITS ETF DR (D),LU1931974692,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRIZ,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME EUROZONE UCITS ETF DR (D),LU1931974429,ETFS,ETFs,,,43538,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRJU,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME JAPAN UCITS ETF DR  JPY (D),LU1931974775,ETFS,ETFs,,,44250,Luxembourg,USD,MAIN MARKET,,ETF2,EFEU
PRUC,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME US CORPORATES UCITS ETF DR,LU2037749152,ETFS,ETFs,,,43741,Luxembourg,USD,MAIN MARKET,,ETF2,EFEU
PRUK,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME UK MIDSM CAP UCITS ETF DR D,LU2182388152,ETFS,ETFs,,,44033,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
PRWU,AMUNDI INDEX SOLUTIONS,AMUNDI PRIME GLBL UCITS ETF DR - USD (C),LU2089238203,ETFS,ETFs,,,44250,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
RS2G,AMUNDI INDEX SOLUTIONS,AMUNDI RUSSELL 2000,LU1681038839,ETFS,ETFs,,,43181,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
RS2U,AMUNDI INDEX SOLUTIONS,AMUNDI RUSSELL 2000,LU1681038839,ETFS,ETFs,,,43181,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
SMRG,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX GLOBAL MULTI SMART BETA,LU1602145200,ETFS,ETFs,,,43145,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
SMRU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX GLOBAL MULTI SMART BETA,LU1602145200,ETFS,ETFs,,,43145,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
TPHG,AMUNDI INDEX SOLUTIONS,AMUNDI JAPAN TOPIX DH GBP,LU1681038086,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
TPHU,AMUNDI INDEX SOLUTIONS,AMUNDI JAPAN TOPIX DH USD,LU1681037948,ETFS,ETFs,,,43208,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
TPXG,AMUNDI INDEX SOLUTIONS,AMUNDI JAPAN TOPIX,LU1681037781,ETFS,ETFs,,,43208,Luxembourg,GBX,MAIN MARKET,,ETF2,EFEU
TPXU,AMUNDI INDEX SOLUTIONS,AMUNDI JAPAN TOPIX,LU1681037781,ETFS,ETFs,,,43208,Luxembourg,USD,MAIN MARKET,,ETFS,ETEU
UCRP,AMUNDI INDEX SOLUTIONS,AMUNDI US CORP SRI UCITS ETF DR C,LU1806495575,ETFS,ETFs,,,43865,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
USRI,AMUNDI INDEX SOLUTIONS,AM MSCI USA SRI ETF DR,LU1861136247,ETFS,ETFs,,,44145,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
WRDU,AMUNDI INDEX SOLUTIONS,AMUNDI INDEX MSCI WORLD,LU1437016972,ETFS,ETFs,,,44229,Luxembourg,USD,MAIN MARKET,,ETF2,EFEU
WSRI,AMUNDI INDEX SOLUTIONS,AMUNDI MSCI WORLD SRI UCITS ETF DR C,LU1861134382,ETFS,ETFs,,,43865,Luxembourg,GBX,MAIN MARKET,,ETFS,ETEU
AMC,AMUR MINERALS CORPORATION,ORD NPV,VGG042401007,SHRS,Shares,Basic Materials,Basic Resources,38791,British Virgin Islands,GBX,AIM,,AMSM,ASM6
ANAA,ANA HOLDINGS INC.,ADR EACH REPR 2 COM SHS LVL I,US0323501009,DPRS,Depositary receipts,Consumer Discretionary,Travel and Leisure,41403,Japan,USD,ADMISSION TO TRADING ONLY,,IOBU,INLU
ASY,ANDREWS SYKES GROUP PLC,ORD 1P,GB0002684552,SHRS,Shares,Industrials,Industrial Goods and Services,37249,United Kingdom,GBX,AIM,,ASQ1,AMQ1
AMOI,ANEMOI INTERNATIONAL LTD,ORD NPV (DI),VGG0419A1057,SHRS,Shares,Financials,Financial Services ,44130,British Virgin Islands,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
ANX,ANEXO GROUP PLC,ORD 0.05P,GB00BF2G3L29,SHRS,Shares,Industrials,Industrial Goods and Services,43271,United Kingdom,GBX,AIM,,ASQ1,AMQ1
AGL,ANGLE PLC,ORD 10P,GB0034330679,SHRS,Shares,Health Care ,Health Care  ,38344,United Kingdom,GBX,AIM,,ASX1,AIMP
AYM,ANGLESEY MINING PLC,ORD 1P,GB0000320472,SHRS,Shares,Basic Materials,Basic Resources,38603,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
ANG,ANGLING DIRECT PLC,ORD 1P,GB00BF1XGQ00,SHRS,Shares,Consumer Discretionary,Retail ,42929,United Kingdom,GBX,AIM,,ASQ1,AMQ1
AAAP,ANGLO AFRICAN AGRICULTURE PLC,ORD 2P,GB00BKBS0353,SHRS,Shares,Financials,Financial Services ,43769,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
AAOG,ANGLO AFRICAN OIL & GAS PLC,ORD 0.1P,GB00BD0Q3L08,SHRS,Shares,Energy,Energy,42800,United Kingdom,GBX,AIM,,ASQ1,AMQ1
AAL,ANGLO AMERICAN PLC,ORD USD0.54945,GB00B1XZS820,SHRS,Shares,Basic Materials,Basic Resources,39265,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
AAZ,ANGLO ASIAN MINING PLC,ORD 1P,GB00B0C18177,SHRS,Shares,Basic Materials,Basic Resources,38915,United Kingdom,GBX,AIM,,ASQ1,AMQ1
AEP,ANGLO-EASTERN PLANTATIONS PLC,ORD 25P,GB0000365774,SHRS,Shares,Consumer Staples ,"Food, Beverage and Tobacco ",38705,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
APF,ANGLO PACIFIC GROUP PLC,ORD 2P,GB0006449366,SHRS,Shares,Basic Materials,Basic Resources,38688,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSMU,SMEV
ANGS,ANGUS ENERGY PLC,ORD GBP0.002,GB00BYWKC989,SHRS,Shares,Energy,Energy,42688,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ANCR,ANIMALCARE GROUP PLC,ORD 20P,GB0032350695,SHRS,Shares,Health Care ,Health Care  ,39462,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ANP,ANPARIO PLC,ORD 23P,GB00B3NWT178,SHRS,Shares,Health Care ,Health Care  ,40455,United Kingdom,GBX,AIM,,ASX1,AIMP
70GD,ANTOFAGASTA PLC,5% CUM PRF #1,GB0000455849,SHRS,Shares,Basic Materials,Basic Resources,37435,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
ANTO,ANTOFAGASTA PLC,ORD 5P,GB0000456144,SHRS,Shares,Basic Materials,Basic Resources,38054,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
AO.,AO WORLD PLC,ORD 0.25P,GB00BJTNFH41,SHRS,Shares,Consumer Discretionary,Retail ,41696,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25T
APAX,APAX GLOBAL ALPHA LIMITED,ORD NPV,GG00BWWYMV85,SHRS,Shares,Financials,Financial Services ,42170,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25T
AGM,APPLIED GRAPHENE MATERIALS PLC,ORD 2P,GB00BFSSB742,SHRS,Shares,Basic Materials,Chemicals,41598,United Kingdom,GBX,AIM,,ASQ1,AMQ1
APP,APPRECIATE GROUP PLC,ORD 2P,GB0006710643,SHRS,Shares,Financials,Financial Services ,38524,United Kingdom,GBX,AIM,,AMSM,ASM8
APQ,APQ GLOBAL LIMITED,ORD NPV,GG00BZ6VP173,SHRS,Shares,Financials,Financial Services ,42608,Guernsey,GBX,AIM,,ASQ1,AMQ1
APTD,APTITUDE SOFTWARE GROUP PLC,ORD 7 1/3P,GB00BJV2F804,SHRS,Shares,Technology,Technology,43732,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
AERI,AQUILA EUROPEAN RENEWABLES INCOME FUND PLC,ORD EUR0.01,GB00BK6RLF66,SHRS,Shares,Financials,Financial Services ,43621,United Kingdom,EUR,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
AERS,AQUILA EUROPEAN RENEWABLES INCOME FUND PLC,ORD EUR0.01 (GBP),GB00BK6RLF66,SHRS,Shares,Financials,Financial Services ,43621,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON15
AQSG,AQUILA SERVICES GROUP PLC,ORD 5P,GB00BPYP3Q26,SHRS,Shares,Financials,Financial Services ,41879,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
AQX,AQUIS EXCHANGE PLC,ORD 10P,GB00BD5JNK30,SHRS,Shares,Financials,Financial Services ,43265,United Kingdom,GBX,AIM,,ASQ1,AMQ1
43DK,ARABIAN FOOD INDUSTRIES COMPANY DOMTY S.A.E.,GDR (EACH REPR 5 ORDS) (144A),US03847E1001,DPRS,Depositary receipts,Consumer Staples ,"Food, Beverage and Tobacco ",42634,Egypt,USD,ADMISSION TO TRADING ONLY,,MISC,INAD
DOMT,ARABIAN FOOD INDUSTRIES COMPANY DOMTY S.A.E.,GDR (EACH REPR 5 ORDS) (REG S),US03847E2090,DPRS,Depositary receipts,Consumer Staples ,"Food, Beverage and Tobacco ",42634,Egypt,USD,ADMISSION TO TRADING ONLY,,IOBU,INLN
ARBB,ARBUTHNOT BANKING GROUP PLC,ORD 1P,GB0007922338,SHRS,Shares,Financials,Banks,38530,United Kingdom,GBX,AIM,,AMSM,ASM7
ARCM,ARC MINERALS LIMITED,ORDS NPV (DI),VGG045791016,SHRS,Shares,Basic Materials,Basic Resources,43122,British Virgin Islands,GBX,AIM,,ASX1,AIMP
ARC,ARCONTECH GROUP PLC,ORD GBP0.125,GB00BDBBJZ03,SHRS,Shares,Technology,Technology,42641,United Kingdom,GBX,AIM,,ASX1,AIMP
ARDN,ARDEN PARTNERS PLC,ORD 10P,GB00B15CTY44,SHRS,Shares,Financials,Financial Services ,38917,United Kingdom,GBX,AIM,,ASX1,AIMP
ARE,ARENA EVENTS GROUP PLC,ORD 1P,GB00BF0HYJ24,SHRS,Shares,Consumer Discretionary,Travel and Leisure,42941,United Kingdom,GBX,AIM,,ASQ1,AMQ1
AGFX,ARGENTEX GROUP PLC,ORD £0.0001,GB00BJLPH056,SHRS,Shares,Financials,Financial Services ,43641,United Kingdom,GBX,AIM,,AMSM,ASM6
ARB,ARGO BLOCKCHAIN PLC,ORD 0.1P,GB00BZ15CS02,SHRS,Shares,Technology,Technology,43315,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
ARGO,ARGO GROUP LIMITED,ORD USD0.01,IM00B2RDSS92,SHRS,Shares,Financials,Financial Services ,39770,Isle of Man,GBX,AIM,,ASX1,AIMP
ARG,ARGOS RESOURCES LIMITED,ORD 2P (DI),FK0114538241,SHRS,Shares,Energy,Energy,40388,Falkland Islands,GBX,AIM,,ASQ1,AMQ1
AAU,ARIANA RESOURCES PLC,ORD 0.1P,GB00B085SD50,SHRS,Shares,Basic Materials,Basic Resources,38561,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ARIX,ARIX BIOSCIENCE PLC,ORD 0.001P,GB00BD045071,SHRS,Shares,Financials,Financial Services ,42783,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
ARK,ARKLE RESOURCES PLC,ORD EUR0.0025 (CDI),IE00B2357X72,SHRS,Shares,Basic Materials,Basic Resources,39294,Ireland,GBX,AIM,,ASX1,AIMP
ACP,ARMADALE CAPITAL PLC,ORD 0.1P,GB00BYMSY631,SHRS,Shares,Basic Materials,Basic Resources,42178,United Kingdom,GBX,AIM,,ASX1,AIMP
ARO,ARRICANO REAL ESTATE PLC,ORD EUR0.0005 (DI),CY0102941610,SHRS,Shares,Real Estate,Real Estate ,41529,Cyprus,USD,AIM,,ASQ1,AMQ1
ARW,ARROW GLOBAL GROUP PLC,ORD 1P,GB00BDGTXM47,SHRS,Shares,Financials,Financial Services ,41555,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
ATS,ARTEMIS ALPHA TRUST PLC,ORD 1P,GB0004355946,SHRS,Shares,Financials,Financial Services ,39798,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
ASAI,ASA INTERNATIONAL GROUP PLC,ORD GBP1,GB00BDFXHW57,SHRS,Shares,Financials,Financial Services ,43294,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
ASCL,ASCENTIAL PLC,ORD 1P,GB00BYM8GJ06,SHRS,Shares,Technology,Technology,42409,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
AST,ASCENT RESOURCES PLC,ORD 0.5P,GB00BJVH7905,SHRS,Shares,Energy,Energy,43896,United Kingdom,GBX,AIM,,ASQ1,AMQ1
ASPL,ASEANA PROPERTIES LIMITED,ORD USD0.05,JE00B1RZDJ41,SHRS,Shares,Real Estate,Real Estate ,39177,Jersey,USD,MAIN MARKET,Standard Shares,SSX3,SQSL
ASHM,ASHMORE GROUP PLC,ORD 0.01P,GB00B132NW22,SHRS,Shares,Financials,Financial Services ,39069,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
AIE,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,ORD 1P,GB00BF50VS41,SHRS,Shares,Financials,Financial Services ,43287,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
AHT,ASHTEAD GROUP PLC,ORD 10P,GB0000536739,SHRS,Shares,Industrials,Industrial Goods and Services,38614,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
ASCD,ASIA CEMENT CORPORATION,GDS (REPR 10 SHS TWD10),US04515P1049,DPRS,Depositary receipts,Industrials,Construction and Materials,38271,Taiwan,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
DGN,ASIA DRAGON TRUST PLC,ORD 20P,GB0002945029,SHRS,Shares,Financials,Financial Services ,38541,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
ARS,ASIAMET RESOURCES LIMITED,COM SHS USD0.01 (DI),BM04521V1038,SHRS,Shares,Basic Materials,Basic Resources,42212,Bermuda,GBX,AIM,,ASQ1,AMQ1
ASLR,ASIMILAR GROUP PLC,ORD 0.01P,GB00BFX2VL54,SHRS,Shares,Financials,Financial Services ,43188,United Kingdom,GBX,AIM,,ASX1,AIMP
ASC,ASOS PLC,ORD 3.5P,GB0030927254,SHRS,Shares,Consumer Discretionary,Retail ,39434,United Kingdom,GBX,AIM,,AMSM,AS50
ASTO,ASSETCO PLC,ORD 10P,GB00B42VYZ16,SHRS,Shares,Financials,Financial Services ,40816,United Kingdom,GBX,AIM,,ASQ1,AMQ1
